x,y
-0.9269256106101674,0.08857968917762732
-0.9299133018240614,0.10045911010140499
-0.9318260848645104,0.09549212357377891
-0.9263730022212973,0.09064643605288052
-0.9206339500934962,0.08816268235057531
-0.9200197355496647,0.09004780349514606
-0.9241192558737615,0.0925862825413314
-0.9215846667958358,0.09176977988928252
-0.9210768530828753,0.09231046262288035
-0.9208462305211937,0.09160569928412875
-0.9175128188370952,0.08894827377619806
-0.9202003998565866,0.08999210628241859
-0.920734479936326,0.09282929171392688
-0.9206125910312438,0.09480215501186794
-0.917548476323488,0.09418542412771981
-0.9180431832204462,0.08945029631073043
-0.9182663072284984,0.08836462668286708
-0.9168366745013807,0.08876104522251443
-0.9151314610201027,0.08895831948282061
-0.9187146273066538,0.08883065127682636
-0.9187198537860636,0.09277498939303723
-0.9168659085931024,0.09124772058428364
-0.9171518484746446,0.08980593893761053
-0.9186720593220549,0.0912361357176057
-0.9174984869121218,0.09042186713437049
-0.9176264507623099,0.09272413061496379
-0.9179555813744893,0.0922940819893425
-0.9200398465773959,0.09420357414965058
-0.9190402549997266,0.09117776877572374
-0.9159275459521774,0.09141456013506163
-0.9178960583305232,0.09028645781341886
-0.9183897797167792,0.09109765486386763
-0.9211721717591835,0.09256563502342616
-0.9200303329885113,0.09178139496876958
-0.9204160919124442,0.08964962914275115
-0.92151652586237,0.09026596295752592
-0.9206610982869858,0.09018864453716943
-0.9247841050120877,0.09534779315545586
-0.9244410178538269,0.09572942508999836
-0.923057263973758,0.0901844124726554
-0.9201984866395567,0.08938713156718385
-0.9235015907895645,0.09185952247986279
-0.920918640565831,0.09038490841714857
-0.9214044766771924,0.08966984354270977
-0.9224645814183404,0.09073171229716691
-0.9256884219798862,0.0902137235021107
-0.9238988944841829,0.08977103847921972
-0.9255691735214756,0.09056634470665205
-0.9240570382168144,0.08975184447753916
-0.9257885585399428,0.0919012659267251
-0.9251714235868541,0.09163243521233479
-0.9284404078766106,0.09098867815382125
-0.9271864404254477,0.09129939487570261
-0.927618330212879,0.09161488471364113
-0.9280816543804051,0.09108321241551176
-0.9268073259687518,0.09218189589335805
-0.9282992622305697,0.0899489822712465
-0.9275627196585585,0.08926555265896714
-0.9277675700309386,0.09143432772097018
-0.9272365314553807,0.08993451516014425
